date	Treat_veg	Treat_OTC	Flunctional_group	Species	Plot	Position	vh 	vw 	nlc	nb	lll 	Dia 						
2022-01-23	noveg	withOTC	Geophyte	Kniphofia_lineariifolia	8.1	4	50	120	12	NA	50	NA						
2022-03-22	noveg	withOTC	Geophyte	Kniphofia_lineariifolia	8.1	4	76	230	25	NA	76	NA						
2021-11-17	noveg	withOTC	Geophyte	Xerophyta_viscosa	8.1	7	9	100	NA	NA	9	NA						
2022-01-23	noveg	withOTC	Geophyte	Xerophyta_viscosa	8.1	7	9	50	NA	NA	9	NA						
2022-03-22	noveg	withOTC	Geophyte	Xerophyta_viscosa	8.1	7	10	81	NA	NA	10	NA						
2021-11-17	noveg	withOTC	Geophyte	Dierama	8.1	10	40	100	NA	NA	40	NA						
2022-01-23	noveg	withOTC	Geophyte	Dierama	8.1	10	40	228	5	NA	40	NA						
2022-03-22	noveg	withOTC	Geophyte	Dierama	8.1	10	35	8	NA	NA	35	NA						
2021-11-17	noveg	withOTC	Grass	Eragrostis_capensis	8.1	3	16	100	NA	NA	NA	NA						
2022-01-23	noveg	withOTC	Grass	Eragrostis_capensis	8.1	3	30	56	NA	NA	NA	NA						
2022-03-22	noveg	withOTC	Grass	Eragrostis_capensis	8.1	3	25	400	NA	NA	NA	NA						
2021-11-17	noveg	withOTC	Grass	Aristidia_juciformis	8.1	8	30	121	NA	NA	NA	NA						
2022-01-23	noveg	withOTC	Grass	Aristidia_juciformis	8.1	8	50	15	NA	NA	NA	NA						
2022-03-22	noveg	withOTC	Grass	Aristidia_juciformis	8.1	8	36	126	NA	NA	NA	NA						
2021-11-17	noveg	withOTC	Grass	Melinis_nerviglumis_	8.1	9	6	16	NA	NA	NA	NA						
2022-01-23	noveg	withOTC	Grass	Melinis_nerviglumis_	8.1	9	NA	NA	NA	NA	NA	NA						
2022-03-22	noveg	withOTC	Grass	Melinis_nerviglumis_	8.1	9	13	9	NA	NA	NA	NA						
2021-11-17	withveg	withOTC	Succulent	Aloe_maculata	8.4	1	16	690	11	NA	6	NA						
2022-01-23	withveg	withOTC	Succulent	Aloe_maculata	8.4	1	10	150	10	NA	5	NA						
2022-03-22	withveg	withOTC	Succulent	Aloe_maculata	8.4	1	10	342	10	NA	10	NA						
2021-11-17	withveg	withOTC	Succulent	Euphorbia_pulvinata	8.4	6	9	221	NA	NA	9	NA						
2022-01-23	withveg	withOTC	Succulent	Euphorbia_pulvinata	8.4	6	8	221	NA	NA	8	NA						
2022-03-22	withveg	withOTC	Succulent	Euphorbia_pulvinata	8.4	6	7	196	NA	NA	7	NA						
2021-11-17	withveg	withOTC	Succulent	Cotyledon_orbiculata	8.4	11	7	81	12	NA	7	NA						
2022-03-22	withveg	withOTC	Succulent	Cotyledon_orbiculata	8.4	11	7	49	11	NA	7	NA						
2022-01-23	withveg	withOTC	Succulent	Cotyledon_orbiculata	8.4	11	7	7.6	8	NA	7	NA						
2021-11-17	withveg	withOTC	Shrub	Buddleja_salvifolia	8.4	2	3	9	1	NA	3	2.4						
2022-01-23	withveg	withOTC	Shrub	Buddleja_salvifolia	8.4	2	NA	NA	NA	NA	NA	NA						
2022-03-22	withveg	withOTC	Shrub	Buddleja_salvifolia	8.4	2	NA	NA	NA	NA	NA	NA						
2021-11-17	withveg	withOTC	Shrub	Buddleja_salvifolia	8.4	5	18	420	9	2	17	4.16						
2022-01-23	withveg	withOTC	Shrub	Buddleja_salvifolia	8.4	5	27	70	2	1	8	2.05						
2022-03-22	withveg	withOTC	Shrub	Buddleja_salvifolia	8.4	5	28	300	2	1	7	5.63						
2021-11-17	withveg	withOTC	Shrub	Pyracantha_	8.4	12	13	25	0	1	0	5.21						
2022-01-23	withveg	withOTC	Shrub	Pyracantha_	8.4	12	NA	NA	NA	NA	NA	NA						
2022-03-22	withveg	withOTC	Shrub	Pyracantha_	8.4	12	12	36	0	1	2	5.15						
2021-11-17	withveg	withOTC	Geophyte	Crinum_bulbispermum	8.4	7	14	81	NA	NA	14	NA						
2022-01-23	withveg	withOTC	Geophyte	Crinum_bulbispermum	8.4	7	27	44	NA	NA	27	NA						
2022-03-22	withveg	withOTC	Geophyte	Crinum_bulbispermum	8.4	7	24	66	4	NA	24	NA						
2021-11-17	withveg	withOTC	Geophyte	Kniphofia_lineariifolia	8.4	10	10	25	4	NA	10	NA						
2022-01-23	withveg	withOTC	Geophyte	Kniphofia_lineariifolia	8.4	10	10	6.75	1	NA	10	NA						
2022-03-22	withveg	withOTC	Geophyte	Kniphofia_lineariifolia	8.4	10	NA	NA	NA	NA	NA	NA						
2021-11-17	withveg	withOTC	Geophyte	Dierama	8.4	4	33	81	7	NA	33	NA						
2022-03-22	withveg	withOTC	Geophyte	Dierama	8.4	4	27	10	NA	NA	27	NA						
2022-01-23	withveg	withOTC	Geophyte	Dierama	8.4	4	30	42	3	NA	30	NA						
2021-11-17	withveg	withOTC	Grass	Aristidia_juciformis	8.4	8	20	100	NA	NA	NA	NA						
2022-01-23	withveg	withOTC	Grass	Aristidia_juciformis	8.4	8	28	12	NA	NA	NA	NA						
2022-03-22	withveg	withOTC	Grass	Aristidia_juciformis	8.4	8	23	49	NA	NA	NA	NA						
2021-11-17	withveg	withOTC	Grass	Melinis_nerviglumis_	8.4	9	8	36	NA	NA	NA	NA						
2022-01-23	withveg	withOTC	Grass	Melinis_nerviglumis_	8.4	9	NA	NA	NA	NA	NA	NA						
2022-03-22	withveg	withOTC	Grass	Eragrostis_capensis	8.4	9	NA	NA	NA	NA	NA	NA						
2021-11-17	withveg	withOTC	Grass	Eragrostis_capensis	8.4	3	15	156	NA	NA	NA	NA						
2022-01-23	withveg	withOTC	Grass	Eragrostis_capensis	8.4	3	10	120	NA	NA	NA	NA						
2022-03-22	withveg	withOTC	Grass	Eragrostis_capensis	8.4	3	11.5	36	NA	NA	NA	NA						
2021-11-17	withveg	withOTC	Succulent	Aloe_maculata	8.5	1	30	484	12	NA	13	NA						
2022-01-23	withveg	withOTC	Succulent	Aloe_maculata	8.5	1	30	320	15	NA	12	NA						
2022-03-22	withveg	withOTC	Succulent	Aloe_maculata	8.5	1	33	529	12	NA	15	NA						
2021-11-17	withveg	withOTC	Succulent	Euphorbia_pulvinata	8.5	6	9	225	NA	NA	9	NA						
2022-01-23	withveg	withOTC	Succulent	Euphorbia_pulvinata	8.5	6	6	180	NA	NA	6	NA						
2022-03-22	withveg	withOTC	Succulent	Euphorbia_pulvinata	8.5	6	9	225	NA	NA	9	NA						
2021-11-17	withveg	withOTC	Succulent	Cotyledon_orbiculata	8.5	11	9	81	26	NA	5	NA						
2022-01-23	withveg	withOTC	Succulent	Cotyledon_orbiculata	8.5	11	7	48	15	NA	5	NA						
2022-03-22	withveg	withOTC	Succulent	Cotyledon_orbiculata	8.5	11	7	49	17	NA	7	NA						
2021-11-17	withveg	withOTC	Shrub	Buddleja_salvifolia	8.5	2	40	36	5	2	3	3.66						
2022-01-23	withveg	withOTC	Shrub	Buddleja_salvifolia	8.5	2	51	20	4	2	4	4.11						
2022-03-22	withveg	withOTC	Shrub	Buddleja_salvifolia	8.5	2	50	80	NA	2	4	5.14						
2021-11-17	withveg	withOTC	Shrub	Cotoneaster	8.5	5	6	6	2	1	1	0.73						
2022-01-23	withveg	withOTC	Shrub	Cotoneaster	8.5	5	4	6	1	1	0.5	0.54						
2022-03-22	withveg	withOTC	Shrub	Cotoneaster	8.5	5	4	4	3	1	0.5	0.54						
2021-11-17	withveg	withOTC	Shrub	Leucosidea_sericea	8.5	12	33	576	26	5	3	5.83						
2022-01-23	withveg	withOTC	Shrub	Leucosidea_sericea	8.5	12	40	840	15	5	3.5	4.76						
2022-03-22	withveg	withOTC	Shrub	Leucosidea_sericea	8.5	12	34	748	17	5	NA	5.11						
2021-11-17	withveg	withOTC	Geophyte	Kniphofia_lineariifolia	8.5	4	33	210	NA	NA	33	NA						
2022-01-23	withveg	withOTC	Geophyte	Kniphofia_lineariifolia	8.5	4	72	260	13	NA	72	NA						
2022-03-22	withveg	withOTC	Geophyte	Kniphofia_lineariifolia	8.5	4	48	800	NA	NA	48	NA						
2021-11-17	withveg	withOTC	Geophyte	Kniphofia_lineariifolia	8.5	7	17	121	11	NA	17	NA						
2022-01-23	withveg	withOTC	Geophyte	Kniphofia_lineariifolia	8.5	7	30	8	NA	NA	30	NA						
2022-03-22	withveg	withOTC	Geophyte	Kniphofia_lineariifolia	8.5	7	38	128	NA	NA	38	NA						
2021-11-17	withveg	withOTC	Geophyte	Crinum_bulbispermum	8.5	10	11	81	NA	NA	11	NA						
2022-01-23	withveg	withOTC	Geophyte	Crinum_bulbispermum	8.5	10	22	72	NA	NA	22	NA						
2022-03-22	withveg	withOTC	Geophyte	Crinum_bulbispermum	8.5	10	20	174	NA	NA	20	NA						
2021-11-17	withveg	withOTC	Grass	Eragrostis_capensis	8.5	3	14	81	NA	NA	NA	NA						
2022-01-23	withveg	withOTC	Grass	Eragrostis_capensis	8.5	3	27	54	NA	NA	NA	NA						
2022-03-22	withveg	withOTC	Grass	Eragrostis_capensis	8.5	3	49	100	NA	NA	NA	NA						
2021-11-17	withveg	withOTC	Grass	Aristidia_juciformis	8.5	8	30	100	NA	NA	NA	NA						
2022-01-23	withveg	withOTC	Grass	Aristidia_juciformis	8.5	8	34	120	NA	NA	NA	NA						
2022-03-22	withveg	withOTC	Grass	Aristidia_juciformis	8.5	8	35	240	NA	NA	NA	NA						
2021-11-17	withveg	withOTC	Grass	Melinis_nerviglumis_	8.5	9	17	256	NA	NA	NA	NA						
2022-01-23	withveg	withOTC	Grass	Melinis_nerviglumis_	8.5	9	12	100	NA	NA	NA	NA						
2022-03-22	withveg	withOTC	Grass	Melinis_nerviglumis_	8.5	9	10	169	NA	NA	NA	NA						
2021-11-17	noveg	noOTC	Succulent	Aloe_maculata	8.6	1	17	576	10	NA	5	NA						
2022-01-23	noveg	noOTC	Succulent	Aloe_maculata	8.6	1	12	195	10	NA	5	NA						
2022-03-22	noveg	noOTC	Succulent	Aloe_maculata	8.6	1	10	144	6	NA	6	NA						
2021-11-17	noveg	noOTC	Succulent	Cotyledon_orbiculata	8.6	6	7	121	10	NA	8	NA						
2022-01-23	noveg	noOTC	Succulent	Cotyledon_orbiculata	8.6	6	9	96	NA	NA	8.8	NA						
2022-03-22	noveg	noOTC	Succulent	Cotyledon_orbiculata	8.6	6	10	104	7	NA	8	NA						
2021-11-17	noveg	noOTC	Succulent	Euphorbia_clavarioides	8.6	11	7	182	NA	NA	7	NA						
2022-01-23	noveg	noOTC	Succulent	Euphorbia_clavarioides	8.6	11	5	143	NA	NA	5	NA						
2022-03-22	noveg	noOTC	Succulent	Euphorbia_clavarioides	8.6	11	4	256	NA	NA	4	NA						
2021-11-17	noveg	noOTC	Shrub	Cotoneaster	8.6	2	17	15	NA	NA	NA	4.55						
2022-01-23	noveg	noOTC	Shrub	Cotoneaster	8.6	2	18	6	1	2	NA	2.78						
2022-03-22	noveg	noOTC	Shrub	Cotoneaster	8.6	2	15	16	0	2	NA	4.83						
2021-11-17	noveg	noOTC	Shrub	Buddleja_salvifolia	8.6	5	23	196	5	3	6	4.1						
2022-01-23	noveg	noOTC	Shrub	Buddleja_salvifolia	8.6	5	20	88	3	2	8	2.43						
2022-03-22	noveg	noOTC	Shrub	Buddleja_salvifolia	8.6	5	21	252	4	2	6	3.34						
2021-11-17	noveg	noOTC	Shrub	Leucosidea	8.6	12	47	324	10	5	NA	5.44						
2022-01-23	noveg	noOTC	Shrub	Leucosidea	8.6	12	48	351	15	4	2.5	7.67						
2022-03-22	noveg	noOTC	Shrub	Leucosidea	8.6	12	47	648	25	5	2	6.63						
2021-11-17	noveg	noOTC	Geophyte	Watsonia_socialis	8.6	7	16	4	3	NA	16	NA						
2022-01-23	noveg	noOTC	Geophyte	Watsonia_socialis	8.6	7	26	5	NA	NA	26	26						
2022-03-22	noveg	noOTC	Geophyte	Watsonia_socialis	8.6	7	25	12	NA	NA	25	NA						
2021-11-17	noveg	noOTC	Geophyte	_Xerophyta_viscosa	8.6	10	4	49	NA	NA	4	NA						
2022-01-23	noveg	noOTC	Geophyte	_Xerophyta_viscosa	8.6	10	6	50	NA	NA	6	NA						
2022-03-22	noveg	noOTC	Geophyte	_Xerophyta_viscosa	8.6	10	5	36	NA	NA	5	NA						
2021-11-17	noveg	noOTC	Geophyte	Kniphofia_lineariifolia	8.6	4	14	100	NA	NA	14	NA						
2022-01-23	noveg	noOTC	Geophyte	Kniphofia_lineariifolia	8.6	4	20	240	NA	NA	20	NA						
2022-03-22	noveg	noOTC	Geophyte	Kniphofia_lineariifolia	8.6	4	37	306	NA	NA	37	NA						
2021-11-17	noveg	noOTC	Grass	Aristidia_juciformis	8.6	8	40	64	NA	NA	NA	NA						
2022-01-23	noveg	noOTC	Grass	Aristidia_juciformis	8.6	8	42	12	NA	NA	NA	NA						
2022-03-22	noveg	noOTC	Grass	Aristidia_juciformis	8.6	8	42	224	NA	NA	NA	NA						
2021-11-17	noveg	noOTC	Grass	Melinis_nerviglumis_	8.6	9	10	81	NA	NA	NA	NA						
2022-01-23	noveg	noOTC	Grass	Melinis_nerviglumis_	8.6	9	NA	NA	NA	NA	NA	NA						
2022-03-22	noveg	noOTC	Grass	Melinis_nerviglumis_	8.6	9	NA	NA	NA	NA	NA	NA						
2021-11-17	noveg	noOTC	Grass	Eragrostis_capensis	8.6	3	15	225	NA	NA	NA	NA						
2022-01-23	noveg	noOTC	Grass	Eragrostis_capensis	8.6	3	60	330	NA	NA	NA	NA						
2022-03-22	noveg	noOTC	Grass	Eragrostis_capensis	8.6	3	12	441	NA	NA	NA	NA						
2021-11-17	noveg	withOTC	Succulent	Aloe_maculata	9.1	1	30	594	11	NA	NA	NA						
2022-01-23	noveg	withOTC	Succulent	Aloe_maculata	9.1	1	18	228	NA	NA	12	NA						
2022-03-22	noveg	withOTC	Succulent	Aloe_maculata	9.1	1	20	529	12	NA	11	NA						
2021-11-17	noveg	withOTC	Succulent	Cotyledon_orbiculata	9.1	11	8	64	16	NA	6	NA						
2022-01-23	noveg	withOTC	Succulent	Cotyledon_orbiculata	9.1	11	7	36	8	NA	7	NA						
2022-03-22	noveg	withOTC	Succulent	Cotyledon_orbiculata	9.1	11	7	36	6	NA	6	NA						
2021-11-17	noveg	withOTC	Succulent	Euphorbia_clavarioides	9.1	6	6	180	NA	NA	6	NA						
2022-01-23	noveg	withOTC	Succulent	Euphorbia_clavarioides	9.1	6	3	130	NA	NA	3	NA						
2022-03-22	noveg	withOTC	Succulent	Euphorbia_clavarioides	9.1	6	4	150	NA	NA	4	NA						
2021-11-17	noveg	withOTC	Shrub	Cotoneaster	9.1	2	9	36	3	2	1	2.78						
2022-01-23	noveg	withOTC	Shrub	Cotoneaster	9.1	2	11	8	4	1	1.5	1.21						
2022-03-22	noveg	withOTC	Shrub	Cotoneaster	9.1	2	11	40	10	8	2	1.23						
2021-11-17	noveg	withOTC	Shrub	Leucosidea	9.1	5	42	480	10	8	2	7.62						
2022-01-23	noveg	withOTC	Shrub	Leucosidea	9.1	5	48	24	26	8	3.5	7.72						
2022-03-22	noveg	withOTC	Shrub	Leucosidea	9.1	5	47	836	26	10	2	8.15						
2021-11-17	noveg	withOTC	Shrub	Buddleja_salviifolia	9.1	12	30	126	8	2	NA	4.93						
2022-01-23	noveg	withOTC	Shrub	Buddleja_salviifolia	9.1	12	30	112	2	2	8	4.52						
2022-03-22	noveg	withOTC	Shrub	Buddleja_salviifolia	9.1	12	31	170	2	2	7	4.54						
2021-11-17	noveg	withOTC	Geophyte	Dierama	9.1	4	15	4	2	NA	15	NA						
2022-01-23	noveg	withOTC	Geophyte	Dierama	9.1	4	NA	NA	NA	NA	NA	NA						
2022-03-22	noveg	withOTC	Geophyte	Dierama	9.1	4	NA	NA	NA	NA	NA	NA						
2021-11-17	noveg	withOTC	Geophyte	Xerophyta_viscosa	9.1	7	7	117	NA	NA	7	NA						
2022-01-23	noveg	withOTC	Geophyte	Xerophyta_viscosa	9.1	7	15	144	NA	NA	15	NA						
2022-03-22	noveg	withOTC	Geophyte	Xerophyta_viscosa	9.1	7	10	380	NA	NA	10	NA						
2021-11-17	noveg	withOTC	Geophyte	Watsonia_socialis	9.1	10	23	2	NA	NA	23	NA						
2022-01-23	noveg	withOTC	Geophyte	Watsonia_socialis	9.1	10	6	8	2	NA	6	NA						
2022-03-22	noveg	withOTC	Geophyte	Watsonia_socialis	9.1	10	NA	NA	NA	NA	NA	NA						
2021-11-17	noveg	withOTC	Grass	Eragrostis_capensis	9.1	3	20	100	NA	NA	NA	NA						
2022-01-23	noveg	withOTC	Grass	Eragrostis_capensis	9.1	3	32	84	NA	NA	NA	NA						
2022-03-22	noveg	withOTC	Grass	Eragrostis_capensis	9.1	3	40	256	NA	NA	NA	NA						
2021-11-17	noveg	withOTC	Grass	Aristidia_juciformis	9.1	8	30	240	NA	NA	NA	NA						
2022-01-23	noveg	withOTC	Grass	Aristidia_juciformis	9.1	8	24	66	NA	NA	NA	NA						
2022-03-22	noveg	withOTC	Grass	Aristidia_juciformis	9.1	8	25	400	NA	NA	NA	NA						
2021-11-17	noveg	withOTC	Grass	Melinis_nerviglumis_	9.1	9	10	100	NA	NA	NA	NA						
2022-01-23	noveg	withOTC	Grass	Melinis_nerviglumis_	9.1	9	16	143	NA	NA	NA	NA						
2022-03-22	noveg	withOTC	Grass	Melinis_nerviglumis_	9.1	9	16	64	NA	NA	NA	NA						
2021-11-17	noveg	noOTC	Succulent	Aloe_maculata	9.2	1	20	1024	14	NA	5	NA						
2022-01-23	noveg	noOTC	Succulent	Aloe_maculata	9.2	1	22	240	9	NA	5	NA						
2022-03-22	noveg	noOTC	Succulent	Aloe_maculata	9.2	1	16	225	9	NA	6	NA						
2021-11-17	noveg	noOTC	Succulent	Euphorbia_pulvinata	9.2	6	6.7	192	NA	NA	6.7	NA						
2022-01-23	noveg	noOTC	Succulent	Euphorbia_pulvinata	9.2	6	5	130	NA	NA	5	NA						
2022-03-22	noveg	noOTC	Succulent	Euphorbia_pulvinata	9.2	6	8	256	NA	NA	8	NA						
2021-11-17	noveg	noOTC	succulent	Cotyledon_orbiculata	9.2	11	7	81	9	NA	6	NA						
2022-01-23	noveg	noOTC	succulent	Cotyledon_orbiculata	9.2	11	8	20	12	NA	4.5	NA						
2022-03-22	noveg	noOTC	succulent	Cotyledon_orbiculata	9.2	11	5	8	NA	NA	5	NA						
2021-11-17	noveg	noOTC	Shrub	Leucosidea	9.2	2	40	600	22	5	2	5.79						
2022-01-23	noveg	noOTC	Shrub	Leucosidea	9.2	2	40	162	25	6	2.5	12.38						
2022-03-22	noveg	noOTC	Shrub	Leucosidea	9.2	2	40	780	25	2	2	7.91						
2021-11-17	noveg	noOTC	Shrub	Leucosidea	9.2	5	20	540	25	3	2	3.7						
2022-01-23	noveg	noOTC	Shrub	Leucosidea	9.2	5	28	187	25	8	3.5	3.08						
2022-03-22	noveg	noOTC	Shrub	Leucosidea	9.2	5	27	560	25	4	2	4.57						
2021-11-17	noveg	noOTC	Shrub	Pyracantha	9.2	12	7	20	5	0	2	1.39						
2022-01-23	noveg	noOTC	Shrub	Pyracantha	9.2	12	9.5	7.5	3	0	1.5	1.14						
2022-03-22	noveg	noOTC	Shrub	Pyracantha	9.2	12	NA	NA	NA	NA	NA	NA						
2021-11-17	noveg	noOTC	Geophyte	Kniphofia_lineariifolia	9.2	4	28	64	NA	NA	20	NA						
2022-01-23	noveg	noOTC	Geophyte	Kniphofia_lineariifolia	9.2	4	24	380	NA	NA	24	NA						
2022-03-22	noveg	noOTC	Geophyte	Kniphofia_lineariifolia	9.2	4	27	360	NA	NA	27	NA						
2021-11-17	noveg	noOTC	Geophyte	Crinum_bulbispermum	9.2	7	18	64	NA	NA	18	NA						
2022-01-23	noveg	noOTC	Geophyte	Crinum_bulbispermum	9.2	7	30	168	5	NA	30	NA						
2022-03-22	noveg	noOTC	Geophyte	Crinum_bulbispermum	9.2	7	20	289	6	NA	20	NA						
2021-11-17	noveg	noOTC	Geophyte	Watsonia_socialis	9.2	10	20	2	3	NA	20	NA						
2022-01-23	noveg	noOTC	Geophyte	Watsonia_socialis	9.2	10	NA	NA	NA	NA	NA	NA						
2022-03-22	noveg	noOTC	Geophyte	Watsonia_socialis	9.2	10	NA	NA	NA	NA	NA	NA						
2021-11-17	noveg	noOTC	Grass	Eragrostis_capensis	9.2	3	529	361	NA	NA	NA	NA						
2022-01-23	noveg	noOTC	Grass	Eragrostis_capensis	9.2	3	36	132	NA	NA	NA	NA						
2022-03-22	noveg	noOTC	Grass	Eragrostis_capensis	9.2	3	18	324	NA	NA	NA	NA						
2021-11-17	noveg	noOTC	Grass	Aristidia_juciformis	9.2	8	20	240	NA	NA	NA	NA						
2022-01-23	noveg	noOTC	Grass	Aristidia_juciformis	9.2	8	22	54	NA	NA	NA	NA						
2022-03-22	noveg	noOTC	Grass	Aristidia_juciformis	9.2	8	22	180	NA	NA	NA	NA						
2021-11-17	noveg	noOTC	Grass	Melinis_nerviglumis_	9.2	9	20	100	NA	NA	NA	NA						
2022-01-23	noveg	noOTC	Grass	Melinis_nerviglumis_	9.2	9	13	35	NA	NA	NA	NA						
2022-03-22	noveg	noOTC	Grass	Melinis_nerviglumis_	9.2	9	14	25	NA	NA	NA	NA						
2021-11-17	withveg	withOTC	Succulent	Aloe_maculata	9.3	1	20	456	13	NA	18	NA						
2022-01-23	withveg	withOTC	Succulent	Aloe_maculata	9.3	1	18	660	16	NA	17	NA						
2022-03-22	withveg	withOTC	Succulent	Aloe_maculata	9.3	1	16	11.88	12	NA	18	NA						
2021-11-17	withveg	withOTC	Succulent	Euphorbia_pulvinata	9.3	6	9	156	NA	NA	9	NA						
2022-01-23	withveg	withOTC	Succulent	Euphorbia_pulvinata	9.3	6	7	132	NA	NA	7	NA						
2022-03-22	withveg	withOTC	Succulent	Euphorbia_pulvinata	9.3	6	8	182	NA	NA	8	NA						
2021-11-17	withveg	withOTC	Succulent	Euphorbia_clavarioides	9.3	12	7	182	NA	NA	7	NA						
2022-01-23	withveg	withOTC	Succulent	Euphorbia_clavarioides	9.3	12	4	192	NA	NA	4	NA						
2022-03-22	withveg	withOTC	Succulent	Euphorbia_clavarioides	9.3	12	5	144	NA	NA	5	NA						
2021-11-17	withveg	withOTC	Shrub	Pyracantha	9.3	2	8	42	5	2	1	2.2						
2022-01-23	withveg	withOTC	Shrub	Pyracantha	9.3	2	9	6	2	2	1	1						
2022-03-22	withveg	withOTC	Shrub	Pyracantha	9.3	2	11	54	4	3	NA	2.08						
2021-11-17	withveg	withOTC	Shrub	Buddle_salviifolia	9.3	5	33	64	4	1	NA	3.6						
2022-01-23	withveg	withOTC	Shrub	Buddle_salviifolia	9.3	5	35	24	1	1	3	3.6						
2022-03-22	withveg	withOTC	Shrub	Buddle_salviifolia	9.3	5	36	49	1	1	2	4.32						
2021-11-17	withveg	withOTC	Shrub	Leucosidea	9.3	11	36	440	15	3	2	6.95						
2022-01-23	withveg	withOTC	Shrub	Leucosidea	9.3	11	38	323	25	15	3	4.02						
2022-03-22	withveg	withOTC	Shrub	Leucosidea	9.3	11	37	252	25	3	3	6.16						
2021-11-17	withveg	withOTC	Geophyte	Dierama	9.3	4	35	49	3	NA	35	NA						
2022-01-23	withveg	withOTC	Geophyte	Dierama	9.3	4	41	14	NA	NA	41	NA						
2022-03-22	withveg	withOTC	Geophyte	Dierama	9.3	4	20	4	NA	NA	20	NA						
2021-11-17	withveg	withOTC	Geophyte	Kniphofia_lineariifolia	9.3	7	15	49	NA	NA	15	NA						
2022-01-23	withveg	withOTC	Geophyte	Kniphofia_lineariifolia	9.3	7	30	175	15	NA	30	NA						
2022-03-22	withveg	withOTC	Geophyte	Kniphofia_lineariifolia	9.3	7	35	750	10	NA	35	NA						
2022-03-22	withveg	withOTC	Geophyte	Crinum_bulbispermum	9.3	10	20	225	NA	NA	20	NA						
2021-11-17	withveg	withOTC	Geophyte	Crinum_bulbispermum	9.3	10	16	63	NA	NA	16	NA						
2022-01-23	withveg	withOTC	Geophyte	Crinum_bulbispermum	9.3	10	23	180	4	NA	23	NA						
2021-11-17	withveg	withOTC	Grass	Eragrostis_capensis	9.3	3	13	36	NA	NA	NA	NA						
2022-01-23	withveg	withOTC	Grass	Eragrostis_capensis	9.3	3	13	30	NA	NA	NA	NA						
2022-03-22	withveg	withOTC	Grass	Eragrostis_capensis	9.3	3	20	686	NA	NA	NA	NA						
2021-11-17	withveg	withOTC	Grass	Aristidia_juciformis	9.3	8	16	49	NA	NA	NA	NA						
2022-01-23	withveg	withOTC	Grass	Aristidia_juciformis	9.3	8	34	28	NA	NA	NA	NA						
2022-03-22	withveg	withOTC	Grass	Aristidia_juciformis	9.3	8	25	49	NA	NA	NA	NA						
2021-11-17	withveg	withOTC	Grass	Melinis_nerviglumis_	9.3	9	17	49	NA	NA	NA	NA						
2022-01-23	withveg	withOTC	Grass	Melinis_nerviglumis_	9.3	9	NA	NA	NA	NA	NA	NA						
2022-03-22	withveg	withOTC	Grass	Melinis_nerviglumis_	9.3	9	NA	NA	NA	NA	NA	NA						
2021-11-17	withveg	noOTC	Succulent	Aloe_maculata	9.6	1	26	600	14	NA	10	NA						
2022-01-23	withveg	noOTC	Succulent	Aloe_maculata	9.6	1	16	462	13	NA	9	NA						
2022-03-22	withveg	noOTC	Succulent	Aloe_maculata	9.6	1	14	400	8	NA	9	NA						
2021-11-17	withveg	noOTC	Succulent	Cotyledon_orbiculata	9.6	6	7	49	14	NA	7	NA						
2022-01-23	withveg	noOTC	Succulent	Cotyledon_orbiculata	9.6	6	6	24	15	NA	2.5	NA						
2022-03-22	withveg	noOTC	Succulent	Cotyledon_orbiculata	9.6	6	5	16	5	NA	5	NA						
2021-11-17	withveg	noOTC	Succulent	Euphorbia_clavarioides	9.6	11	6	182	NA	NA	6	NA						
2022-01-23	withveg	noOTC	Succulent	Euphorbia_clavarioides	9.6	11	2	81	NA	NA	2	NA						
2022-03-22	withveg	noOTC	Succulent	Euphorbia_clavarioides	9.6	11	5	132	NA	NA	5	NA						
2021-11-17	withveg	noOTC	Shrub	Cotoneaster	9.6	2	4	12	NA	NA	NA	6.04						
2022-01-23	withveg	noOTC	Shrub	Cotoneaster	9.6	2	NA	NA	NA	NA	NA	NA						
2022-03-22	withveg	noOTC	Shrub	Cotoneaster	9.6	2	NA	NA	NA	NA	NA	NA						
2021-11-17	withveg	noOTC	Shrub	Leucosidea	9.6	5	26	465	25	5	3	4.1						
2022-01-23	withveg	noOTC	Shrub	Leucosidea	9.6	5	24	162	25	3	3.5	3.12						
2022-03-22	withveg	noOTC	Shrub	Leucosidea	9.6	5	24	308	25	4	2	5.26						
2021-11-17	withveg	noOTC	Shrub	Buddleja_salviifolia	9.6	12	32	9	1	2	NA	3.6						
2022-01-23	withveg	noOTC	Shrub	Buddleja_salviifolia	9.6	12	37	4	1	0	1.5	2.76						
2022-03-22	withveg	noOTC	Shrub	Buddleja_salviifolia	9.6	12	36	6	2	1	3	3.37						
2021-11-17	withveg	noOTC	Geophyte	Dierama	9.6	4	20	25	4	NA	20	NA						
2022-01-23	withveg	noOTC	Geophyte	Dierama	9.6	4	38	84	4	NA	38	NA						
2022-03-22	withveg	noOTC	Geophyte	Dierama	9.6	4	22	6	2	NA	22	NA						
2021-11-17	withveg	noOTC	Geophyte	Kniphofia_lineariifolia	9.6	7	20	16	NA	NA	20	NA						
2022-01-23	withveg	noOTC	Geophyte	Kniphofia_lineariifolia	9.6	7	16	6	3	NA	16	NA						
2022-03-22	withveg	noOTC	Geophyte	Kniphofia_lineariifolia	9.6	7	10	21	4	NA	10	NA						
2021-11-17	withveg	noOTC	Geophyte	Dierama	9.6	10	40	6	3	NA	40	NA						
